TMLOOKUP;Fullname;First Name;Second Name;Nationality;National games;National Goals;Club;Date Joined;Contract Ends;Day of Birth;Month of Birth;Year of Birth;Age;Goalkeeper;Sweeper;Defender;Anchor;Midfield;Support;Attack;Right;Left;Centre;Ability;Potential;Reputation;Adaptability;Aggression;Big Occasion;Character;Consistency;Creativity;Determination;Dirtyness;Dribbling;Flair;Heading;Influence;Inj Prone;Marking;Off The Ball;Pace;Passing;Positioning;Set Pieces;Shooting;Stamina;Strenght;Tackling;Technique;Goalkeeper POS;Sweeper POS;Defender POS;Anchor POS;Midfield POS;Support POS;Attack POS;Right POS;Left POS;Centre POS
Aarau19;Andre Wiederkehr Aarau;Andre;Wiederkehr;Switzerland;0;0;Aarau;;;1;5;1968;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau2;Mirko Pavlicevic Aarau;Mirko;Pavlicevic;Croatia;0;0;Aarau;;;1;10;1961;31;0;1;2;0;0;0;0;0;2;0;134;0;106;0;4;8;3;9;12;9;7;9;9;11;12;13;15;0;3;9;9;9;7;12;0;12;13;0;0;2;0;0;0;0;0;2;0
Aarau20;Davide Zitola Aarau;Davide;Zitola;Switzerland;0;0;Aarau;;;1;   ;1973;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau3;Sascha Kirik Aarau;Sascha;Kirik;Macedonia;0;0;Aarau;;;1;10;1972;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau4;Dariusz Skrzypczak Aarau;Dariusz;Skrzypczak;Poland;0;0;Aarau;;;1;1;1970;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau5;David Bader Aarau;David;Bader;Switzerland;0;0;Aarau;;;1;7;1974;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau6;Ivan Benito Aarau;Ivan;Benito;Switzerland;0;0;Aarau;;;1;2;1965;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Aarau7;Renato Brugnoli Aarau;Renato;Brugnoli;Switzerland;0;0;Aarau;;;1;4;1970;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau8;Sven Christ Aarau;Sven;Christ;Switzerland;0;0;Aarau;;;1;   ;1976;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarau9;Patrick De Napoli Aarau;Patrick;De Napoli;Switzerland;0;0;Aarau;;;1;   ;1973;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aarhus F.1;Jan Andersen Aarhus F.;Jan;Andersen;Denmark;0;0;Aarhus F.;;;2;12;1972;;0;0;2;0;0;0;0;0;0;2;87;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Aarhus F.10;S?ren Hermansen Aarhus F.;S?ren;Hermansen;Denmark;0;0;Aarhus F.;;;7;9;1970;;0;0;0;0;0;2;2;2;2;2;125;147;0;8;10;11;12;16;9;8;9;9;10;18;11;0;10;12;4;10;8;9;15;9;12;7;14;0;0;0;0;0;2;2;2;2;2
Aarhus F.11;Henrik Jespersen Aarhus F.;Henrik;Jespersen;Denmark;0;0;Aarhus F.;;;7;11;1967;;0;0;0;0;2;2;0;2;2;2;93;106;0;10;10;14;15;8;8;13;10;12;13;10;13;0;8;7;12;9;10;12;7;8;9;8;11;0;0;0;0;2;2;0;2;2;2
Aarhus F.12;Lars Kjer Aarhus F.;Lars;Kjer;Denmark;0;0;Aarhus F.;;;24;1;1966;;0;0;0;0;2;0;0;2;2;0;96;109;0;9;10;12;10;12;10;12;10;12;10;14;13;0;11;9;1;9;9;10;9;8;9;13;10;0;0;0;0;2;0;0;2;2;0
Aarhus F.13;Lars Klausen Aarhus F.;Lars;Klausen;Denmark;0;0;Aarhus F.;;;10;4;1968;;0;0;0;0;2;0;0;2;0;1;107;129;0;8;10;12;10;14;10;11;9;8;8;8;11;0;11;10;0;8;9;9;7;8;9;13;10;0;0;0;0;2;0;0;2;0;0
Aarhus F.14;Bj?rn Kristensen Aarhus F.;Bj?rn;Kristensen;Denmark;0;0;Aarhus F.;;;10;10;1963;;0;0;2;0;0;0;0;2;2;2;108;120;0;18;12;13;10;3;14;18;10;11;12;17;11;16;15;17;0;18;5;17;14;17;3;16;12;0;0;2;0;0;0;0;2;2;2
Aarhus F.15;Frank Krogsdal Aarhus F.;Frank;Krogsdal;Denmark;0;0;Aarhus F.;;;1;1;1972;;0;0;0;0;0;0;2;2;2;2;99;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2
Aarhus F.16;Anders Lambëk Aarhus F.;Anders;Lambëk;Denmark;0;0;Aarhus F.;;;31;8;1965;;0;0;0;0;2;0;0;2;0;2;82;122;0;9;10;13;9;12;9;11;10;12;9;9;10;0;9;8;0;8;9;11;9;11;10;10;10;0;0;0;0;2;0;0;2;0;2
Aarhus F.17;Ken Martin Aarhus F.;Ken;Martin;Denmark;0;0;Aarhus F.;;;8;6;1968;;0;0;2;0;0;0;0;2;2;2;109;129;0;11;10;13;10;12;12;10;14;12;10;18;13;0;12;10;0;10;13;10;8;16;9;10;10;0;0;2;0;0;0;0;2;2;2
Aarhus F.18;Jimmy M?rup Aarhus F.;Jimmy;M?rup;Denmark;0;0;Aarhus F.;;;14;7;1965;;0;0;2;0;0;0;0;2;0;0;108;135;0;10;10;14;15;12;8;13;13;8;9;8;15;0;13;10;6;9;11;10;7;8;8;14;9;0;0;2;0;0;0;0;2;0;0
Aarhus F.19;Jacob Nielsen Aarhus F.;Jacob;Nielsen;Denmark;0;0;Aarhus F.;;;25;3;1972;;0;0;0;0;2;0;0;0;0;2;85;124;0;9;9;8;6;6;11;9;8;8;9;7;8;0;8;9;0;9;7;8;9;9;9;8;9;0;0;0;0;2;0;0;0;0;2
Aarhus F.2;Jacob Bennedsen Aarhus F.;Jacob;Bennedsen;Denmark;0;0;Aarhus F.;;;10;4;1976;;0;0;0;0;2;0;0;0;2;2;81;125;0;11;12;10;11;17;12;13;9;14;17;6;15;10;12;4;0;10;5;16;17;9;15;16;12;0;0;0;0;2;0;0;0;2;2
Aarhus F.20;Thomas Nielsen Aarhus F.;Thomas;Nielsen;Denmark;0;0;Aarhus F.;;;25;3;1972;;0;2;2;0;2;0;0;0;2;2;100;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;0;2;2
Aarhus F.21;Tommy Nielsen Aarhus F.;Tommy;Nielsen;Denmark;0;0;Aarhus F.;07-01-1900;;11;6;1972;;0;0;0;0;2;0;0;0;1;2;108;134;0;14;10;9;10;12;10;9;11;11;10;14;12;0;13;12;12;11;14;9;15;10;11;13;12;0;0;0;0;2;0;0;0;0;2
Aarhus F.22;Steen Olesen Aarhus F.;Steen;Olesen;Denmark;0;0;Aarhus F.;;;15;5;1967;;0;0;2;2;2;0;0;0;2;2;97;120;0;8;8;9;8;8;11;8;9;8;8;9;11;0;9;11;0;9;8;7;8;9;10;9;8;0;0;2;2;2;0;0;0;2;2
Aarhus F.23;Andreas Overgaard Aarhus F.;Andreas;Overgaard;Denmark;0;0;Aarhus F.;07-01-1900;;17;2;1977;;0;0;2;0;0;0;0;2;0;0;96;134;0;14;14;14;14;18;12;18;17;12;10;13;7;0;8;19;10;7;8;14;17;10;11;15;15;0;0;2;0;0;0;0;2;0;0
Aarhus F.24;Frank Pingel Aarhus F.;Frank;Pingel;Denmark;0;0;Aarhus F.;;;9;5;1964;;0;0;0;0;0;0;2;2;2;2;112;129;0;8;8;9;8;16;13;8;9;8;8;15;9;0;7;8;0;8;9;8;11;10;15;6;8;0;0;0;0;0;0;2;2;2;2
Aarhus F.25;Brian Priske Aarhus F.;Brian;Priske;Denmark;0;0;Aarhus F.;07-01-1900;;14;5;1977;;0;0;0;0;2;2;0;0;2;2;85;115;0;10;11;10;10;14;7;8;9;8;9;10;12;0;12;9;0;8;8;9;10;11;10;13;9;0;0;0;0;2;2;0;0;2;2
Aarhus F.26;Casper Rasmussen Aarhus F.;Casper;Rasmussen;Denmark;0;0;Aarhus F.;;;26;4;1974;;0;0;0;1;2;0;0;2;0;2;99;123;0;11;9;10;11;10;11;12;15;8;7;12;8;0;12;10;3;10;13;12;9;10;11;12;10;0;0;0;0;2;0;0;2;0;2
Aarhus F.27;Nikolaj Rasmussen Aarhus F.;Nikolaj;Rasmussen;Denmark;0;0;Aarhus F.;;;27;9;1973;;0;0;0;0;2;2;2;0;0;2;105;139;0;8;10;8;7;14;8;14;8;16;18;7;8;0;9;16;14;14;15;7;18;8;7;6;16;0;0;0;0;2;2;2;0;0;2
Aarhus F.28;Lasse Sall Aarhus F.;Lasse;Sall;Denmark;0;0;Aarhus F.;;;19;4;1973;;0;0;0;2;2;0;0;0;2;2;96;134;0;12;10;8;11;16;12;8;9;11;11;10;12;0;13;12;20;10;10;9;10;9;11;11;10;0;0;0;2;2;0;0;0;2;2
Aarhus F.29;Jesper Svendstrup Aarhus F.;Jesper;Svendstrup;Denmark;0;0;Aarhus F.;;;29;5;1971;;0;0;0;0;2;0;0;2;0;0;92;126;0;9;12;9;8;10;10;9;8;9;7;9;8;0;10;9;9;9;8;9;7;8;9;12;9;0;0;0;0;2;0;0;2;0;0
Aarhus F.3;Henrik Bundgaard Aarhus F.;Henrik;Bundgaard;Denmark;0;0;Aarhus F.;;;20;3;1975;;2;0;0;0;0;0;0;0;0;2;101;140;0;9;11;10;9;15;17;10;0;0;10;12;10;0;8;9;0;12;10;12;0;18;11;12;18;2;0;0;0;0;0;0;0;0;2
Aarhus F.30;Henrik S?nderup Aarhus F.;Henrik;S?nderup;Denmark;0;0;Aarhus F.;;;16;12;1971;;2;0;0;0;0;0;0;0;0;2;86;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
Aarhus F.31;Mikkel S?nderup Aarhus F.;Mikkel;S?nderup;Denmark;0;0;Aarhus F.;;;24;3;1973;;0;0;0;0;0;0;2;0;0;2;84;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Aarhus F.32;Michael Th?rgersen Aarhus F.;Michael;Th?rgersen;Denmark;0;0;Aarhus F.;;;10;6;1971;;0;0;0;2;2;0;0;0;2;2;92;118;0;10;11;10;10;14;7;8;9;8;9;10;12;0;12;9;11;8;8;9;10;11;10;13;9;0;0;0;2;2;0;0;0;2;2
Aarhus F.33;Gregers Ulrich Aarhus F.;Gregers;Ulrich;Denmark;0;0;Aarhus F.;;;21;12;1973;;0;0;0;0;0;2;0;0;2;2;118;146;0;10;11;10;10;14;7;8;9;8;9;15;12;0;12;9;9;8;8;9;18;11;10;13;9;0;0;0;0;0;2;0;0;2;2
Aarhus F.34;Ole Vistisen Aarhus F.;Ole;Vistisen;Denmark;0;0;Aarhus F.;;;26;2;1974;;0;0;0;0;0;0;2;1;1;1;84;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Aarhus F.35;Kim ?stergaard Aarhus F.;Kim;?stergaard;Denmark;0;0;Aarhus F.;;;20;10;1974;;0;0;0;0;2;0;0;2;0;0;100;129;0;9;10;12;10;12;10;12;10;12;10;14;13;0;11;9;9;9;9;10;9;8;9;13;10;0;0;0;0;2;0;0;2;0;0
Aarhus F.4;Kim Cassim Aarhus F.;Kim;Cassim;Denmark;0;0;Aarhus F.;;;30;11;1971;;0;1;2;0;0;0;0;1;1;1;85;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Aarhus F.5;Peter Dursun Aarhus F.;Peter;Dursun;Denmark;0;0;Aarhus F.;05-01-1900;;1;1;#VALUE!;24;0;0;0;0;0;0;2;1;0;2;92;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Aarhus F.6;Henrik DÅrr Aarhus F.;Henrik;DÅrr;Denmark;0;0;Aarhus F.;;;9;3;1960;;0;0;0;0;2;2;2;0;0;2;103;128;0;14;10;12;8;14;8;13;10;9;10;12;15;0;13;9;13;11;10;12;12;10;10;8;11;0;0;0;0;2;2;2;0;0;2
Aarhus F.7;Thomas Fast Aarhus F.;Thomas;Fast;Denmark;0;0;Aarhus F.;;;27;7;1970;;0;0;0;0;2;2;0;0;0;2;90;117;0;14;11;12;14;12;8;14;12;8;9;8;17;0;15;13;0;9;15;12;8;8;9;14;13;0;0;0;0;2;2;0;0;0;2
Aarhus F.8;Stig Haaland Aarhus F.;Stig;Haaland;Denmark;0;0;Aarhus F.;;;23;2;1975;;0;0;0;0;2;0;0;1;1;1;89;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Aarhus F.9;Kenni Henriksen Aarhus F.;Kenni;Henriksen;Denmark;0;0;Aarhus F.;;;6;6;1970;;0;0;0;0;2;0;0;1;1;1;91;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
AB1;Jan Bjur AB;Jan;Bjur;Denmark;0;0;AB;;;8;8;1965;;0;0;0;2;2;0;0;2;2;2;103;126;0;12;12;14;11;16;12;14;12;12;10;18;13;0;10;10;0;11;14;12;12;12;10;14;12;0;0;0;2;2;0;0;2;2;2
AB10;Lars Bo Larsen AB;Lars Bo;Larsen;Denmark;0;0;AB;;;14;11;1969;;0;0;0;1;2;0;0;0;0;2;96;129;0;9;12;14;14;20;12;13;10;12;10;9;10;0;11;10;2;10;11;9;10;10;9;11;10;0;0;0;0;2;0;0;0;0;2
AB11;Peter Larsen AB;Peter;Larsen;Denmark;0;0;AB;;;9;3;1966;;2;0;0;0;0;0;0;0;0;2;101;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
AB12;Jan Laursen AB;Jan;Laursen;Denmark;0;0;AB;;;26;1;1971;;0;0;0;0;0;0;2;0;0;2;112;125;0;9;9;9;11;18;11;9;8;10;13;14;11;0;9;10;11;9;11;11;14;10;14;10;11;0;0;0;0;0;0;2;0;0;2
AB13;Tommy L?venkrands AB;Tommy;L?venkrands;Denmark;0;0;AB;;;30;5;1974;;0;0;0;0;0;0;2;1;0;2;93;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;2;0;0;2
AB14;Michael Madsen AB;Michael;Madsen;Denmark;0;0;AB;;;24;1;1974;;0;0;0;0;2;0;0;2;0;0;99;120;0;8;10;12;10;14;10;11;9;8;17;8;11;0;11;10;0;8;9;9;14;8;9;13;10;0;0;0;0;2;0;0;2;0;0
AB15;Jan Michaelsen AB;Jan;Michaelsen;Denmark;0;0;AB;;;28;11;1970;;0;0;0;0;2;1;0;2;2;2;102;121;0;9;10;11;17;18;13;13;14;13;14;11;13;0;10;14;0;10;14;12;10;12;10;7;11;0;0;0;0;2;0;0;2;2;2
AB16;Mads Spur Mortensen AB;Mads Spur;Mortensen;Denmark;0;0;AB;;;23;9;1974;;0;0;0;0;2;1;2;0;2;2;108;137;0;0;8;9;9;10;14;10;10;13;15;9;7;0;12;10;14;11;10;11;10;8;9;12;14;0;0;0;0;2;0;2;0;2;2
AB17;Alex Nielsen AB;Alex;Nielsen;Denmark;0;0;AB;;;30;9;1967;;0;0;0;0;0;0;2;0;0;2;119;131;0;10;12;12;11;14;13;11;10;15;14;14;11;0;9;11;16;12;12;8;14;12;12;9;12;0;0;0;0;0;0;2;0;0;2
AB18;Allan Olesen AB;Allan;Olesen;Denmark;0;0;AB;;;25;1;1974;;0;0;2;2;2;0;0;2;0;0;104;136;0;9;11;8;9;20;12;14;10;12;12;11;11;0;13;10;0;11;16;9;10;10;11;15;10;0;0;2;2;2;0;0;2;0;0
AB19;Allan Olsen AB;Allan;Olsen;Denmark;0;0;AB;;;21;10;1973;;0;0;0;0;0;0;2;2;2;2;96;132;0;19;12;13;10;13;8;15;18;10;8;3;16;13;16;18;11;15;12;11;10;7;16;10;20;0;0;0;0;0;0;2;2;2;2
AB2;Kim Boye AB;Kim;Boye;Denmark;0;0;AB;;;9;4;1969;;0;0;0;0;2;2;2;2;2;2;100;144;0;11;9;13;12;18;13;12;9;11;14;10;13;0;10;13;0;14;12;13;10;10;11;10;12;0;0;0;0;2;2;2;2;2;2
AB20;Peter Rasmussen AB;Peter;Rasmussen;Denmark;0;0;AB;;;2;3;1969;;0;0;2;2;2;0;0;2;0;2;115;127;0;14;14;10;11;12;14;10;13;10;9;12;12;0;13;12;0;12;14;10;8;13;14;13;15;0;0;2;2;2;0;0;2;0;2
AB21;Henrik Ritter AB;Henrik;Ritter;Denmark;0;0;AB;;;14;3;1973;;0;0;0;0;2;1;0;2;2;2;95;118;0;9;15;13;12;18;12;10;9;11;13;10;9;0;11;10;3;10;12;9;11;10;12;11;11;0;0;0;0;2;0;0;2;2;2
AB22;S?ren Ruhoff AB;S?ren;Ruhoff;Denmark;0;0;AB;;;1;1;#VALUE!;28;0;0;2;0;2;0;0;2;0;2;107;112;0;9;83;11;13;12;11;12;18;8;8;14;10;0;10;9;11;9;13;10;8;12;14;12;10;0;0;2;0;2;0;0;2;0;2
AB23;Thomas Sch?nnemann AB;Thomas;Sch?nnemann;Denmark;0;0;AB;;;16;4;1970;;0;0;2;2;0;0;0;2;2;2;125;137;0;18;13;17;14;3;13;13;14;13;18;17;13;0;12;17;20;19;10;11;5;16;9;14;7;0;0;2;2;0;0;0;2;2;2
AB24;Kim Toxvërd AB;Kim;Toxvërd;Denmark;0;0;AB;;;10;1;1973;;2;0;0;0;0;0;0;0;0;2;109;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
AB3;Jesper Falck AB;Jesper;Falck;Denmark;0;0;AB;;;4;12;1970;;0;0;0;0;2;2;0;0;2;2;108;124;0;10;9;10;9;14;9;12;14;10;9;14;13;0;13;10;9;9;11;12;10;13;13;12;12;0;0;0;0;2;2;0;0;2;2
AB4;Brian Flies AB;Brian;Flies;Denmark;0;0;AB;;;29;8;1969;;2;0;0;0;0;0;0;0;0;2;99;120;0;9;11;10;9;12;10;10;0;0;10;12;10;0;8;9;0;12;10;12;0;10;11;12;10;2;0;0;0;0;0;0;0;0;2
AB5;S?ren Folkmann AB;S?ren;Folkmann;Denmark;0;0;AB;;;9;9;1967;;0;0;0;2;2;0;0;0;2;2;102;114;0;9;12;12;10;16;14;13;12;14;13;7;9;0;10;9;0;13;10;12;11;9;9;10;11;0;0;0;2;2;0;0;0;2;2
AB6;Renä Henriksen AB;Renä;Henriksen;Denmark;0;0;AB;;;27;8;1969;;0;0;2;2;2;0;0;0;0;0;112;129;0;8;10;10;9;10;9;9;10;9;9;14;8;0;15;8;0;8;9;10;10;10;12;14;10;0;0;2;2;2;0;0;0;0;0
AB7;Jan Hoffmann AB;Jan;Hoffmann;Denmark;0;0;AB;07-01-1900;;4;5;1971;;2;0;0;0;0;0;0;0;0;2;96;134;0;12;10;10;11;16;12;10;10;0;0;12;10;0;0;10;8;9;11;11;0;9;10;12;10;2;0;0;0;0;0;0;0;0;2
AB8;Mukremin Jasar AB;Mukremin;Jasar;Denmark;0;0;AB;;;20;4;1967;;0;0;0;0;0;0;2;0;0;2;96;128;0;9;10;14;13;8;13;14;10;10;8;9;8;0;10;7;14;9;9;10;16;10;8;8;18;0;0;0;0;0;0;2;0;0;2
AB9;Peter Knudsen AB;Peter;Knudsen;Denmark;0;0;AB;;;14;4;1973;;0;0;0;0;2;0;0;0;2;2;128;150;115;15;9;11;13;18;13;11;14;12;15;10;14;2;14;14;18;10;13;17;18;10;8;11;15;0;0;0;0;2;0;0;0;2;2
Aberdeen1;Illian Kiriakov Aberdeen;Illian;Kiriakov;Bulgaria;51;0;Aberdeen;;;4;8;1967;29;0;0;2;1;2;0;0;2;0;0;145;160;120;6;11;9;12;11;10;15;13;9;12;8;8;8;15;8;10;9;18;10;2;10;14;14;13;0;0;2;0;2;0;0;2;0;0
Aberdeen10;Jamie Buchan Aberdeen;Jamie;Buchan;Scotland;0;0;Aberdeen;;;3;4;1977;;0;0;2;1;1;0;0;1;0;2;90;125;14;10;14;14;12;13;13;11;7;12;14;11;7;5;0;12;12;12;10;11;14;14;10;13;14;0;0;2;0;0;0;0;0;0;2
Aberdeen11;Michael Craig Aberdeen;Michael;Craig;Scotland;0;0;Aberdeen;;;20;9;1977;;0;0;0;0;1;0;2;0;0;2;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
Aberdeen12;Billy Dodds Aberdeen;Billy;Dodds;Scotland;3;0;Aberdeen;;;5;2;1969;;0;0;0;0;0;0;2;0;0;2;122;160;107;11;7;15;1;14;8;20;9;14;10;10;7;5;1;17;16;7;3;6;12;20;14;15;7;0;0;0;0;0;0;2;0;0;2
Aberdeen13;Russell Duncan Aberdeen;Russell;Duncan;Scotland;0;0;Aberdeen;;;23;4;1979;;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0
Aberdeen14;Ryan Esson Aberdeen;Ryan;Esson;Scotland;0;0;Aberdeen;;;10;5;1980;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
Aberdeen15;Ricky Gillies Aberdeen;Ricky;Gillies;Scotland;0;0;Aberdeen;08-01-1900;08-01-1900;24;8;1976;;0;0;0;0;1;1;1;0;0;0;0;-1;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aberdeen16;Stephen Glass Aberdeen;Stephen;Glass;Scotland;0;0;Aberdeen;;;25;5;1976;;0;0;0;1;2;2;0;0;2;2;122;165;120;13;5;13;7;11;12;10;6;10;8;10;9;10;7;12;15;14;10;13;12;15;9;9;8;0;0;0;0;2;2;0;0;2;2
Aberdeen17;Iain Good Aberdeen;Iain;Good;Scotland;0;0;Aberdeen;;;9;8;1977;;0;0;0;0;2;2;0;2;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0
Aberdeen18;John Inglis Aberdeen;John;Inglis;Scotland;0;0;Aberdeen;;;16;10;1966;;0;0;2;0;0;0;0;0;0;2;95;125;60;9;14;9;3;5;0;2;13;3;2;12;8;10;20;3;18;2;7;8;6;14;14;16;2;0;0;2;0;0;0;0;0;0;2
Aberdeen19;Eoin Jess Aberdeen;Eoin;Jess;Scotland;13;1;Aberdeen;07-01-1900;;13;12;1970;;0;0;0;0;2;2;2;2;0;2;123;148;100;11;9;20;13;14;9;10;8;17;15;3;13;13;5;15;8;12;11;12;13;10;13;3;10;0;0;0;0;2;2;2;2;0;2
Aberdeen2;Tsanko Tsvetanov Aberdeen;Tsanko;Tsvetanov;Bulgaria;37;0;Aberdeen;;;6;1;1970;;0;1;2;1;0;0;0;1;2;0;145;145;128;0;10;10;10;12;11;11;12;8;12;8;8;5;18;0;19;9;12;12;7;11;0;15;11;0;0;2;0;0;0;0;0;2;0
Aberdeen20;Malcolm Kpedekpo Aberdeen;Malcolm;Kpedekpo;Scotland;0;0;Aberdeen;;;27;8;1976;;0;0;0;0;0;0;2;0;0;2;78;133;50;7;14;11;10;9;13;14;13;11;10;14;6;6;9;11;10;5;5;6;12;14;18;15;6;0;0;0;0;0;0;2;0;0;2
Aberdeen21;Jim Leighton Aberdeen;Jim;Leighton;Scotland;81;0;Aberdeen;07-01-1900;;24;7;1958;;2;0;0;0;0;0;0;0;0;0;142;150;110;0;17;7;10;9;8;15;15;3;1;15;14;6;1;0;0;8;10;1;1;14;0;12;1;2;0;0;0;0;0;0;0;0;0
Aberdeen22;Joe Miller Aberdeen;Joe;Miller;Scotland;0;0;Aberdeen;;;8;12;1967;;0;0;0;0;2;2;2;2;2;2;120;140;87;5;2;13;11;10;14;8;9;18;12;1;6;3;4;15;20;11;10;15;13;12;8;5;12;0;0;0;0;2;2;2;2;2;2
Aberdeen23;Mike Newlands Aberdeen;Mike;Newlands;Scotland;0;0;Aberdeen;;;11;8;1977;;0;0;2;0;0;0;0;0;0;2;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
Aberdeen24;Brian O'Neil Aberdeen;Brian;O'Neil;Scotland;1;0;Aberdeen;07-01-1900;;6;9;1972;;0;0;2;2;0;0;0;0;0;2;120;122;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2
Aberdeen25;David Rowson Aberdeen;David;Rowson;Scotland;0;0;Aberdeen;;;14;9;1976;;0;0;2;1;2;0;0;2;0;2;103;120;80;7;9;9;3;10;12;13;7;13;12;12;6;4;0;9;12;12;11;8;11;14;8;12;11;0;0;2;0;2;0;0;2;0;2
Aberdeen26;Gary Smith Aberdeen;Gary;Smith;Scotland;0;0;Aberdeen;07-01-1900;;25;3;1971;;0;1;2;0;0;0;0;0;0;2;120;145;100;12;15;12;6;12;8;15;8;2;5;15;12;3;0;5;12;13;16;4;2;18;17;19;13;0;0;2;0;0;0;0;0;0;2
Aberdeen27;Derek Stillie Aberdeen;Derek;Stillie;Scotland;0;0;Aberdeen;;;3;12;1973;;2;0;0;0;0;0;0;2;0;0;92;130;54;12;8;0;7;5;0;6;6;1;1;12;14;4;0;8;10;6;10;1;1;7;12;14;9;2;0;0;0;0;0;0;2;0;0
Aberdeen28;Nicky Walker Aberdeen;Nicky;Walker;Scotland;2;0;Aberdeen;;;29;9;1962;;2;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
